"","stadium","full_team_name","team","team_abbr","x","y","d_wall","segment","spray_angle_stadia","fence_height","orientation","distance"
"642","Citi Field","New York Mets","mets","NYM",187.114684448988,328.390065549845,377.957590594865,"outfield_outer",22.3,8,"NNE",377.957590594865
"643","Citi Field","New York Mets","mets","NYM",195.501435409447,316.355899949311,371.889589367453,"outfield_outer",23.8,8,"NNE",371.889589367453
"644","Citi Field","New York Mets","mets","NYM",203.866578937215,304.306760811612,366.284297620331,"outfield_outer",25.4,8,"NNE",366.284297620331
"645","Citi Field","New York Mets","mets","NYM",212.230758213949,292.256906513496,361.186924094583,"outfield_outer",27,8,"NNE",361.186924094583
"646","Citi Field","New York Mets","mets","NYM",220.539374630994,280.168787495854,356.55597772233,"outfield_outer",28.7,8,"NNE",356.55597772233
"647","Citi Field","New York Mets","mets","NYM",225.016293531744,266.411360654169,348.722447571661,"outfield_outer",30.1,8,"NNE",348.722447571661
"648","Citi Field","New York Mets","mets","NYM",229.296891948188,252.703843244252,341.227632303591,"outfield_outer",31.7,8,"NNE",341.227632303591
"649","Citi Field","New York Mets","mets","NYM",237.759443152466,240.722976844183,338.344653258916,"outfield_outer",33.5,8,"NNE",338.344653258916
"650","Nationals Park","Washington Nationals","nationals","WAS",238.49044784711,246.252508637591,342.808972643106,"outfield_outer",33.1,8,"NNE",342.808972643106
"651","Nationals Park","Washington Nationals","nationals","WAS",231.558747761819,259.101754083178,347.495572107043,"outfield_outer",31.3,8,"NNE",347.495572107043
"652","Nationals Park","Washington Nationals","nationals","WAS",224.620524728618,271.946954639316,352.71734613846,"outfield_outer",29.7,8,"NNE",352.71734613846
"653","Nationals Park","Washington Nationals","nationals","WAS",217.69220870717,284.797768141663,358.468501364177,"outfield_outer",28,8,"NNE",358.468501364177
"654","Nationals Park","Washington Nationals","nationals","WAS",210.712119097001,297.620985668927,364.661278784699,"outfield_outer",26.5,8,"NNE",364.661278784699
"655","Nationals Park","Washington Nationals","nationals","WAS",203.719690918786,310.437283632936,371.312563129019,"outfield_outer",25,8,"NNE",371.312563129019
"656","Nationals Park","Washington Nationals","nationals","WAS",192.298989258499,318.994474092966,372.473322228167,"outfield_outer",23.3,12,"NNE",372.473322228167
"657","Nationals Park","Washington Nationals","nationals","WAS",178.921046396112,324.838617451065,370.854241220185,"outfield_outer",21.6,12,"NNE",370.854241220185
"658","Nationals Park","Washington Nationals","nationals","WAS",165.648747643814,330.918213812082,370.062659327502,"outfield_outer",19.9,12,"NNE",370.062659327502
"659","Nationals Park","Washington Nationals","nationals","WAS",152.341627090177,336.924236865001,369.764672097736,"outfield_outer",18.2,12,"NNE",369.764672097736
"660","Nationals Park","Washington Nationals","nationals","WAS",139.040591531681,342.944083259488,370.058009420375,"outfield_outer",16.6,12,"NNE",370.058009420375
"661","Nationals Park","Washington Nationals","nationals","WAS",125.737060317146,348.958385904513,370.920157756735,"outfield_outer",14.9,12,"NNE",370.920157756735
"662","Nationals Park","Washington Nationals","nationals","WAS",112.347614680398,354.76482758118,372.129103152494,"outfield_outer",13.2,12,"NNE",372.129103152494
"663","Nationals Park","Washington Nationals","nationals","WAS",99.0101135065831,360.702054261512,374.044080991881,"outfield_outer",11.5,12,"NNE",374.044080991881
"664","Nationals Park","Washington Nationals","nationals","WAS",85.698621579005,366.696940011266,376.577879799342,"outfield_outer",9.9,12,"NNE",376.577879799342
"665","Nationals Park","Washington Nationals","nationals","WAS",72.3724252038328,372.659230413247,379.621745876179,"outfield_outer",8.2,12,"NNE",379.621745876179
"666","Nationals Park","Washington Nationals","nationals","WAS",59.018396369765,378.560138863312,383.133070676845,"outfield_outer",6.6,12,"NNE",383.133070676845
"667","Nationals Park","Washington Nationals","nationals","WAS",45.7150069614899,384.574843413102,387.28241897574,"outfield_outer",5.1,12,"NNE",387.28241897574
"668","Nationals Park","Washington Nationals","nationals","WAS",32.4434433735087,390.658343977793,392.003212662093,"outfield_outer",3.6,8,"NNE",392.003212662093
"669","Nationals Park","Washington Nationals","nationals","WAS",19.1158373080328,396.619053524754,397.079449046231,"outfield_outer",2.1,8,"NNE",397.079449046231
"670","Nationals Park","Washington Nationals","nationals","WAS",5.78468843382586,402.572012097134,402.613570988623,"outfield_outer",0.6,8,"NNE",402.613570988623
"671","Nationals Park","Washington Nationals","nationals","WAS",-7.57315606008694,408.419951446613,408.490158305392,"outfield_outer",-0.8,8,"NNE",408.490158305392
"672","Nationals Park","Washington Nationals","nationals","WAS",-21.1662512216779,405.870224443786,406.421762804145,"outfield_outer",-2.2,8,"NNE",406.421762804145
"673","Nationals Park","Washington Nationals","nationals","WAS",-33.98622148281,398.884096747755,400.329346774566,"outfield_outer",-3.7,8,"NNE",400.329346774566
"674","Nationals Park","Washington Nationals","nationals","WAS",-46.7781618017794,391.846868037321,394.629147950593,"outfield_outer",-5.1,8,"NNE",394.629147950593
"675","Nationals Park","Washington Nationals","nationals","WAS",-59.5069672980046,384.697331939112,389.272547655338,"outfield_outer",-6.6,8,"NNE",389.272547655338
"676","Nationals Park","Washington Nationals","nationals","WAS",-72.3306042253482,377.7180523227,384.581127147522,"outfield_outer",-8.1,8,"NNE",384.581127147522
"677","Nationals Park","Washington Nationals","nationals","WAS",-85.128544033539,370.692058385074,380.341256188483,"outfield_outer",-9.7,8,"NNE",380.341256188483
"678","Nationals Park","Washington Nationals","nationals","WAS",-98.2339536203382,372.313310760055,385.054685743461,"outfield_outer",-11.1,8,"NNE",385.054685743461
"679","Nationals Park","Washington Nationals","nationals","WAS",-111.215202572512,365.676949975196,382.215192040304,"outfield_outer",-12.7,8,"NNE",382.215192040304
"680","Nationals Park","Washington Nationals","nationals","WAS",-124.015467745569,358.655135957843,379.490899481254,"outfield_outer",-14.3,8,"NNE",379.490899481254
"681","Nationals Park","Washington Nationals","nationals","WAS",-136.789740352516,351.585887054179,377.258623548067,"outfield_outer",-15.9,8,"NNE",377.258623548067
"682","Nationals Park","Washington Nationals","nationals","WAS",-149.608361903667,344.59788371983,375.673213598846,"outfield_outer",-17.6,8,"NNE",375.673213598846
"683","Nationals Park","Washington Nationals","nationals","WAS",-162.336640130568,337.446338681228,374.463905093999,"outfield_outer",-19.3,8,"NNE",374.463905093999
"684","Nationals Park","Washington Nationals","nationals","WAS",-175.137929094559,330.426879303246,373.97221390581,"outfield_outer",-20.9,8,"NNE",373.97221390581
"685","Nationals Park","Washington Nationals","nationals","WAS",-187.243956177685,322.619353559557,373.019498707853,"outfield_outer",-22.6,8,"NNE",373.019498707853
"686","Nationals Park","Washington Nationals","nationals","WAS",-197.744234300901,312.785657292417,370.050874349864,"outfield_outer",-24.2,8,"NNE",370.050874349864
"687","Nationals Park","Washington Nationals","nationals","WAS",-206.228356133016,301.004588551783,364.875180304929,"outfield_outer",-25.8,8,"NNE",364.875180304929
"688","Nationals Park","Washington Nationals","nationals","WAS",-214.03104459791,288.665170458226,359.3561863769,"outfield_outer",-27.4,8,"NNE",359.3561863769
"689","Nationals Park","Washington Nationals","nationals","WAS",-221.706423785969,276.245682925009,354.210976231212,"outfield_outer",-29.1,8,"NNE",354.210976231212
"690","Nationals Park","Washington Nationals","nationals","WAS",-229.448751719629,263.868277014059,349.675846006075,"outfield_outer",-30.8,8,"NNE",349.675846006075
"691","Nationals Park","Washington Nationals","nationals","WAS",-237.092714993742,251.429526149821,345.586113903651,"outfield_outer",-32.5,8,"NNE",345.586113903651
"692","Nationals Park","Washington Nationals","nationals","WAS",-244.815159013963,239.039827805534,342.161513558044,"outfield_outer",-34.3,8,"NNE",342.161513558044
"693","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",232.240585689912,224.362615196898,322.915271765807,"outfield_outer",34.5,21,"NNE",322.915271765807
"694","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",224.167289286426,236.518614421222,325.871183988027,"outfield_outer",32.6,21,"NNE",325.871183988027
"695","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",215.970157942734,248.591401032314,329.303497990863,"outfield_outer",30.7,21,"NNE",329.303497990863
"696","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",207.654217924931,260.581455986719,333.201094575293,"outfield_outer",28.9,21,"NNE",333.201094575293
"697","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",199.524538920242,272.699983990195,337.898391383545,"outfield_outer",27.1,21,"NNE",337.898391383545
"698","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",191.420605951707,284.83577420515,343.181098911298,"outfield_outer",25.4,21,"NNE",343.181098911298
"699","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",183.24354702964,296.92248072486,348.914254635446,"outfield_outer",23.8,21,"NNE",348.914254635446
"700","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",175.074185710146,309.014294673429,355.163067920339,"outfield_outer",22.2,7,"NNE",355.163067920339
"701","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",166.882699771063,321.090920966656,361.869057823537,"outfield_outer",20.6,7,"NNE",361.869057823537
"702","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",158.821182838261,333.25369659845,369.164183548019,"outfield_outer",19.1,7,"NNE",369.164183548019
"703","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",150.636354208694,345.335187344712,376.759476095419,"outfield_outer",17.7,7,"NNE",376.759476095419
"704","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",142.430490558156,357.402380212275,384.737450766151,"outfield_outer",16.3,7,"NNE",384.737450766151
"705","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",132.84131994992,367.944659736416,391.1906043281,"outfield_outer",14.9,7,"NNE",391.1906043281
"706","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",118.958794357575,372.213072670606,390.760497263864,"outfield_outer",13.3,7,"NNE",390.760497263864
"707","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",104.841480910048,375.903972455542,390.250602340687,"outfield_outer",11.7,7,"NNE",390.250602340687
"708","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",90.7595732688761,379.731845734989,390.42742578519,"outfield_outer",10.1,7,"NNE",390.42742578519
"709","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",76.6968400803236,383.626621613936,391.218340686155,"outfield_outer",8.5,7,"NNE",391.218340686155
"710","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",62.5937946266204,387.374394555971,392.398910145486,"outfield_outer",6.9,7,"NNE",392.398910145486
"711","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",48.5070627086038,391.184248012636,394.180226578945,"outfield_outer",5.3,7,"NNE",394.180226578945
"712","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",34.4240107032224,395.004242323125,396.50140474677,"outfield_outer",3.7,7,"NNE",396.50140474677
"713","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",20.3332297582328,398.7991020912,399.317122173779,"outfield_outer",2.2,7,"NNE",399.317122173779
"714","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",6.25995023782087,402.658163316985,402.706820730402,"outfield_outer",0.7,7,"NNE",402.706820730402
"715","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-7.85446242263412,406.363998482919,406.439899422995,"outfield_outer",-0.8,7,"NNE",406.439899422995
"716","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-21.9352299732441,410.192531057443,410.778610506062,"outfield_outer",-2.3,7,"NNE",410.778610506062
"717","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-35.6033310756047,409.429480213559,410.97456910571,"outfield_outer",-3.7,7,"NNE",410.97456910571
"718","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-47.8781678754479,401.558467808445,404.402673121451,"outfield_outer",-5.1,7,"NNE",404.402673121451
"719","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-60.025557145902,393.471818538218,398.02404386475,"outfield_outer",-6.5,7,"NNE",398.02404386475
"720","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-72.1871722122552,385.406546838496,392.108650985892,"outfield_outer",-8,7,"NNE",392.108650985892
"721","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-84.3466188194349,377.338018744991,386.650142243173,"outfield_outer",-9.5,7,"NNE",386.650142243173
"722","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-96.5200221789186,369.290635286449,381.695805572563,"outfield_outer",-11,7,"NNE",381.695805572563
"723","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-108.682961298211,361.227433186776,377.223070030526,"outfield_outer",-12.6,7,"NNE",377.223070030526
"724","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-120.835017125771,353.148127826579,373.248846684357,"outfield_outer",-14.2,7,"NNE",373.248846684357
"725","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-132.963602867517,345.034372540153,369.767545792878,"outfield_outer",-15.8,7,"NNE",369.767545792878
"726","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-145.130419520953,336.976988867817,366.900980779214,"outfield_outer",-17.5,7,"NNE",366.900980779214
"727","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-157.237560538291,328.831838690674,364.491465717267,"outfield_outer",-19.2,7,"NNE",364.491465717267
"728","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-169.431871666298,320.816848248901,362.809329065149,"outfield_outer",-20.9,7,"NNE",362.809329065149
"729","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-181.563455238366,312.706611875567,361.594681084762,"outfield_outer",-22.6,7,"NNE",361.594681084762
"730","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-193.726685328661,304.643926587414,361.02347654277,"outfield_outer",-24.3,7,"NNE",361.02347654277
"731","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-205.893708324376,296.587309169244,361.048820920129,"outfield_outer",-26.1,7,"NNE",361.048820920129
"732","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-218.044985348249,288.506545904134,361.634681225477,"outfield_outer",-27.8,7,"NNE",361.634681225477
"733","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-226.263748586971,277.198619298718,357.818890593753,"outfield_outer",-29.4,7,"NNE",357.818890593753
"734","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-231.893728010662,263.735760208292,351.185495576524,"outfield_outer",-31,7,"NNE",351.185495576524
"735","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-237.438340365809,250.237428771763,344.957586137734,"outfield_outer",-32.6,7,"NNE",344.957586137734
"736","Oriole Park at Camden Yards","Baltimore Orioles","orioles","BAL",-242.897584974914,236.704256870411,339.157989744041,"outfield_outer",-34.3,7,"NNE",339.157989744041
"737","PETCO Park","San Diego Padres","padres","SD",240.998908790308,216.266835617385,323.808304751555,"outfield_outer",36.1,11,"N",323.808304751555
"738","PETCO Park","San Diego Padres","padres","SD",231.383916442188,227.130773446757,324.232794508278,"outfield_outer",34.1,11,"N",324.232794508278
"739","PETCO Park","San Diego Padres","padres","SD",223.85682122948,238.59303189444,327.167405588559,"outfield_outer",32.4,7,"N",327.167405588559
"740","PETCO Park","San Diego Padres","padres","SD",223.511581907566,253.122639474987,337.681059376458,"outfield_outer",31.1,7,"N",337.681059376458
"741","PETCO Park","San Diego Padres","padres","SD",223.129459684708,267.651347637878,348.459466325083,"outfield_outer",29.9,7,"N",348.459466325083
"742","PETCO Park","San Diego Padres","padres","SD",215.278081600007,278.971604851807,352.377366939155,"outfield_outer",28.2,7,"N",352.377366939155
"743","PETCO Park","San Diego Padres","padres","SD",204.997683528789,289.245001311212,354.523230600891,"outfield_outer",26.5,7,"N",354.523230600891
"744","PETCO Park","San Diego Padres","padres","SD",194.745805601515,299.546792658486,357.287293072912,"outfield_outer",24.8,7,"N",357.287293072912
"745","PETCO Park","San Diego Padres","padres","SD",184.473499742957,309.828278989697,360.588455956555,"outfield_outer",23.1,7,"N",360.588455956555
"746","PETCO Park","San Diego Padres","padres","SD",174.204496072068,320.113058897932,364.444202764585,"outfield_outer",21.4,7,"N",364.444202764585
"747","PETCO Park","San Diego Padres","padres","SD",163.927593984718,330.389960985281,368.822155502451,"outfield_outer",19.8,7,"N",368.822155502451
"748","PETCO Park","San Diego Padres","padres","SD",153.650691897371,340.66686307263,373.714391904148,"outfield_outer",18.2,7,"N",373.714391904148
"749","PETCO Park","San Diego Padres","padres","SD",143.391375622928,350.96121340152,379.1238055244,"outfield_outer",16.7,7,"N",379.1238055244
"750","PETCO Park","San Diego Padres","padres","SD",133.115494346948,361.239080412809,384.984945228673,"outfield_outer",15.2,7,"N",384.984945228673
"751","PETCO Park","San Diego Padres","padres","SD",122.603538052801,371.249456119996,390.970313722739,"outfield_outer",13.7,7,"N",390.970313722739
"752","PETCO Park","San Diego Padres","padres","SD",110.402563017539,379.095112804199,394.844058424171,"outfield_outer",12.2,7,"N",394.844058424171
"753","PETCO Park","San Diego Padres","padres","SD",97.8694201867549,386.453763634183,398.65390357391,"outfield_outer",10.7,7,"N",398.65390357391
"754","PETCO Park","San Diego Padres","padres","SD",84.4703122368606,391.785879156412,400.788483811294,"outfield_outer",9.1,7,"N",400.788483811294
"755","PETCO Park","San Diego Padres","padres","SD",70.1495380794043,394.264334612441,400.45639368119,"outfield_outer",7.6,7,"N",400.45639368119
"756","PETCO Park","San Diego Padres","padres","SD",55.8440147077421,396.829366354318,400.739441507631,"outfield_outer",6,7,"N",400.739441507631
"757","PETCO Park","San Diego Padres","padres","SD",41.3851592111069,397.836086222394,399.982853262088,"outfield_outer",4.5,7,"N",399.982853262088
"758","PETCO Park","San Diego Padres","padres","SD",26.8533438712314,397.626738888926,398.532464871444,"outfield_outer",2.9,7,"N",398.532464871444
"759","PETCO Park","San Diego Padres","padres","SD",12.3220900692351,397.366495903482,397.557500206305,"outfield_outer",1.3,7,"N",397.557500206305
"760","PETCO Park","San Diego Padres","padres","SD",-2.21009567247252,397.194453856121,397.200602588847,"outfield_outer",-0.2,7,"N",397.200602588847
"761","PETCO Park","San Diego Padres","padres","SD",-16.7416825527874,396.960635458908,397.313516053303,"outfield_outer",-1.8,7,"N",397.313516053303
"762","PETCO Park","San Diego Padres","padres","SD",-30.9325976956479,395.34871045725,396.556967484384,"outfield_outer",-3.4,7,"N",396.556967484384
"763","PETCO Park","San Diego Padres","padres","SD",-44.6041085526407,390.924438477715,393.460853324562,"outfield_outer",-4.9,7,"N",393.460853324562
"764","PETCO Park","San Diego Padres","padres","SD",-59.1326600741275,390.538503161789,394.989865615933,"outfield_outer",-6.5,7,"N",394.989865615933
"765","PETCO Park","San Diego Padres","padres","SD",-73.6600072652249,390.11657056489,397.009742071431,"outfield_outer",-8,7,"N",397.009742071431
"766","PETCO Park","San Diego Padres","padres","SD",-86.8802753151115,384.980844844396,394.662429344287,"outfield_outer",-9.5,7,"N",394.662429344287
"767","PETCO Park","San Diego Padres","padres","SD",-99.5395264384538,377.841374924453,390.732929158003,"outfield_outer",-11.1,7,"N",390.732929158003
"768","PETCO Park","San Diego Padres","padres","SD",-112.194818777503,370.694909162999,387.301424009621,"outfield_outer",-12.6,7,"N",387.301424009621
"769","PETCO Park","San Diego Padres","padres","SD",-123.500567450455,361.707788369545,382.21056281554,"outfield_outer",-14.1,7,"N",382.21056281554
"770","PETCO Park","San Diego Padres","padres","SD",-133.789933349287,351.443379180713,376.048128615959,"outfield_outer",-15.6,7,"N",376.048128615959
"771","PETCO Park","San Diego Padres","padres","SD",-144.066835436636,341.166477093364,370.337438243858,"outfield_outer",-17.2,7,"N",370.337438243858
"772","PETCO Park","San Diego Padres","padres","SD",-154.343737523986,330.889575006014,365.116283066825,"outfield_outer",-18.8,7,"N",365.116283066825
"773","PETCO Park","San Diego Padres","padres","SD",-164.62430766228,320.616350411168,360.410886106762,"outfield_outer",-20.4,7,"N",360.410886106762
"774","PETCO Park","San Diego Padres","padres","SD",-174.904561954469,310.342837505136,356.236273536573,"outfield_outer",-22.1,7,"N",356.236273536573
"775","PETCO Park","San Diego Padres","padres","SD",-185.174411284862,300.058901245138,352.59737209902,"outfield_outer",-23.8,7,"N",352.59737209902
"776","PETCO Park","San Diego Padres","padres","SD",-195.452684175652,289.783370439111,349.537056024849,"outfield_outer",-25.5,7,"N",349.537056024849
"777","PETCO Park","San Diego Padres","padres","SD",-205.733167688738,279.510051026035,347.061961199753,"outfield_outer",-27.3,7,"N",347.061961199753
"778","PETCO Park","San Diego Padres","padres","SD",-216.013651201824,269.236731612958,345.181568388538,"outfield_outer",-29.1,7,"N",345.181568388538
"779","PETCO Park","San Diego Padres","padres","SD",-226.29413471491,258.963412199881,343.905632789833,"outfield_outer",-30.9,4,"N",343.905632789833
"780","PETCO Park","San Diego Padres","padres","SD",-236.169076801953,248.32112975852,342.694056443987,"outfield_outer",-32.7,4,"N",342.694056443987
"781","PETCO Park","San Diego Padres","padres","SD",-244.241542022742,236.23577964159,339.79593057086,"outfield_outer",-34.5,4,"N",339.79593057086
"782","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",242.593836889472,231.122100305836,335.065956113922,"outfield_outer",34.8,13,"NNE",335.065956113922
"783","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",232.586965036674,241.215453933744,335.084454311795,"outfield_outer",33,13,"NNE",335.084454311795
"784","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",222.571498173019,251.304756876453,335.696518641042,"outfield_outer",31.1,13,"NNE",335.696518641042
"785","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",212.698411296779,261.530821987095,337.103819345643,"outfield_outer",29.3,13,"NNE",337.103819345643
"786","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",202.721587217315,271.65881027836,338.960987616217,"outfield_outer",27.5,13,"NNE",338.960987616217
"787","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",192.74253996601,281.78434397399,341.397280629769,"outfield_outer",25.8,13,"NNE",341.397280629769
"788","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",182.632598665112,291.779415883232,344.22360992287,"outfield_outer",24,13,"NNE",344.22360992287
"789","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",172.662669779709,301.914127580292,347.799565796201,"outfield_outer",22.3,13,"NNE",347.799565796201
"790","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",162.613942871408,311.97070147588,351.808204843972,"outfield_outer",20.6,13,"NNE",351.808204843972
"791","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",152.582822959579,322.042952206689,356.361026107393,"outfield_outer",19,13,"NNE",356.361026107393
"792","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",142.531551766185,332.095159013816,361.389592945464,"outfield_outer",17.4,13,"NNE",361.389592945464
"793","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",132.483923314482,342.153068508033,366.906953090645,"outfield_outer",15.9,13,"NNE",366.906953090645
"794","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",122.480079106324,352.254238759793,372.940234490907,"outfield_outer",14.4,13,"NNE",372.940234490907
"795","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",112.426132245384,362.30573031432,379.348227134712,"outfield_outer",12.9,13,"NNE",379.348227134712
"796","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",102.420080526826,372.404952400742,386.232211846346,"outfield_outer",11.5,13,"NNE",386.232211846346
"797","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",92.3496392209782,382.43973957192,393.431836876584,"outfield_outer",10.2,13,"NNE",393.431836876584
"798","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",82.3278999725269,392.523421197473,401.064233387191,"outfield_outer",8.9,13,"NNE",401.064233387191
"799","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",70.4510817139483,399.784596890193,405.944674586721,"outfield_outer",7.5,6,"NNE",405.944674586721
"800","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",56.3455085764522,401.556664025519,405.490531036229,"outfield_outer",6,6,"NNE",405.490531036229
"801","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",42.2234369823065,403.19437050217,405.399209465484,"outfield_outer",4.5,6,"NNE",405.399209465484
"802","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",28.1116651287706,404.918781682045,405.893441034939,"outfield_outer",3,6,"NNE",405.893441034939
"803","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",13.9913736367882,406.571379065185,406.812050966058,"outfield_outer",1.5,6,"NNE",406.812050966058
"804","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-0.126603452006369,408.239761175543,408.239780806695,"outfield_outer",0,6,"NNE",408.239780806695
"805","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-14.2314918155489,410.01956109997,410.266469314649,"outfield_outer",-1.5,6,"NNE",410.266469314649
"806","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-28.359409796079,411.605668883555,412.581486231582,"outfield_outer",-3,6,"NNE",412.581486231582
"807","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-42.4794966990723,412.271398292423,414.454115059552,"outfield_outer",-4.4,6,"NNE",414.454115059552
"808","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-53.2741165394384,403.752352829709,407.251880178083,"outfield_outer",-5.6,11,"NNE",407.251880178083
"809","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-63.3546481417735,393.727495508227,398.792116472165,"outfield_outer",-6.9,11,"NNE",398.792116472165
"810","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-73.4007317667919,383.668065958174,390.626230890843,"outfield_outer",-8.1,11,"NNE",390.626230890843
"811","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-86.291495297082,380.217738139099,389.886843271505,"outfield_outer",-9.6,11,"NNE",389.886843271505
"812","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-100.178689439437,378.658711845201,391.686341189057,"outfield_outer",-11.1,11,"NNE",391.686341189057
"813","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-110.99856411058,369.61775706942,385.924821144791,"outfield_outer",-12.5,11,"NNE",385.924821144791
"814","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-121.014807755496,359.528710864601,379.348754620417,"outfield_outer",-14,11,"NNE",379.348754620417
"815","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-131.07988757739,349.488378290205,373.261387618943,"outfield_outer",-15.4,11,"NNE",373.261387618943
"816","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-141.077116959555,339.381073619158,367.535394296267,"outfield_outer",-16.9,11,"NNE",367.535394296267
"817","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-151.121547799371,329.320076410629,362.338839950095,"outfield_outer",-18.5,11,"NNE",362.338839950095
"818","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-161.162496519203,319.255505197175,357.627498779114,"outfield_outer",-20.1,11,"NNE",357.627498779114
"819","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-171.38604769421,309.377833919671,353.677567093348,"outfield_outer",-21.7,11,"NNE",353.677567093348
"820","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-181.436751533648,299.323094693531,350.019442065716,"outfield_outer",-23.4,11,"NNE",350.019442065716
"821","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-191.467289583041,289.248858436959,346.878401010152,"outfield_outer",-25.1,11,"NNE",346.878401010152
"822","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-201.520064809668,279.196083210332,344.326573765203,"outfield_outer",-26.9,11,"NNE",344.326573765203
"823","Citizens Bank Park","Philadelphia Phillies","phillies","PHI",-211.584225196929,269.15686530529,342.364283319909,"outfield_outer",-28.6,11,"NNE",342.364283319909
